date,company,model,monthly_sales,total_sales
Mar-22,Citroen,C5 Aircross,52.0,52.0
Mar-22,Fiat,COMPASS,1.3K,1.3K
Mar-22,Honda,Amaze,3.0K,3.0K
Mar-22,Honda,Jazz,125.0,125.0
Mar-22,Honda,City,3.2K,3.2K
Mar-22,Honda,WRV,251.0,251.0
Mar-22,Hyundai,Santro,2.5K,2.5K
Mar-22,Hyundai,Grand i10,9.7K,9.7K
Mar-22,Hyundai,i20 Elite,4.7K,4.7K
Mar-22,Hyundai,Xcent/Aura,3.8K,3.8K
Mar-22,Hyundai,Venue,9.2K,9.2K
Mar-22,Hyundai,Creta,10.5K,10.5K
Mar-22,Hyundai,Verna,1.6K,1.6K
Mar-22,Hyundai,ALCAZAR,2.5K,2.5K
Mar-22,Hyundai,Tucson,109.0,109.0
Mar-22,Hyundai,KONA,2.0,2.0
Mar-22,Kia,SELTOS,8.4K,8.4K
Mar-22,Kia,SONET,6.9K,6.9K
Mar-22,Kia,CARENS,7.0K,7.0K
Mar-22,Kia,CARNIVAL,328.0,328.0
Mar-22,Mahindra,Verito,6.0,6.0
Mar-22,Mahindra,KUV 100,2.0,2.0
Mar-22,Mahindra,XUV 700,6.0K,6.0K
Mar-22,Mahindra,Bolero,6.9K,6.9K
Mar-22,Mahindra,Thar,3.9K,3.9K
Mar-22,Mahindra,XUV 300,4.1K,4.1K
Mar-22,Mahindra,Marazzo,279.0,279.0
Mar-22,Mahindra,Alturas G4,41.0,41.0
Mar-22,Mahindra,Scorpio,6.1K,6.1K
Mar-22,Maruti,Alto,7.6K,7.6K
Mar-22,Maruti,Eeco,9.2K,9.2K
Mar-22,Maruti,S Presso,7.9K,7.9K
Mar-22,Maruti,Wagon R,24.6K,24.6K
Mar-22,Maruti,IGNIS,4.5K,4.5K
Mar-22,Maruti,Ertiga,7.9K,7.9K
Mar-22,Maruti,XL6,2.0K,2.0K
Mar-22,Maruti,CELERIO,6.4K,6.4K
Mar-22,Maruti,Vitara Brezza,12.4K,12.4K
Mar-22,Maruti,Swift,13.6K,13.6K
Mar-22,Maruti,Baleno,14.5K,14.5K
Mar-22,Maruti,DZIRE,18.6K,18.6K
Mar-22,Maruti,S-Cross,2.7K,2.7K
Mar-22,Maruti,Ciaz,1.8K,1.8K
Mar-22,Morris Garage,Hector,2.0K,2.0K
Mar-22,Morris Garage,Gloster,152.0,152.0
Mar-22,Morris Garage,Astor,2.2K,2.2K
Mar-22,Morris Garage,ZS EV,302.0,302.0
Mar-22,Nissan,MAGNITE,2.9K,2.9K
Mar-22,Nissan,KICKS,65.0,65.0
Mar-22,Renault,KWID,2.5K,2.5K
Mar-22,Renault,KIGER,2.5K,2.5K
Mar-22,Renault,TRIBER,3.6K,3.6K
Mar-22,Skoda,Octavia,180.0,180.0
Mar-22,Skoda,KUSHAQ,2.5K,2.5K
Mar-22,Skoda,SLAVIA,2.7K,2.7K
Mar-22,Skoda,KODIAQ,125.0,125.0
Mar-22,Skoda,SUPERB,180.0,180.0
Mar-22,Tata,Tiago,4.0K,4.0K
Mar-22,Tata,PUNCH,10.5K,10.5K
Mar-22,Tata,ALTROZ,4.7K,4.7K
Mar-22,Tata,TIGOR,4.0K,4.0K
Mar-22,Tata,NEXON,14.3K,14.3K
Mar-22,Tata,SAFARI,2.2K,2.2K
Mar-22,Tata,HARRIER,2.5K,2.5K
Mar-22,Toyota,Innova + Hycross,7.9K,7.9K
Mar-22,Toyota,URBAN CRUISER,3.1K,3.1K
Mar-22,Toyota,GLANZA,3.0K,3.0K
Mar-22,Toyota,Fortuner,3.0K,3.0K
Mar-22,Toyota,Camry,120.0,120.0
Mar-22,Toyota,HILUX,43.0,43.0
Mar-22,Volkswagen,Polo,1.1K,1.1K
Mar-22,Volkswagen,Vento,175.0,175.0
Mar-22,Volkswagen,TAIGUN,2.4K,2.4K
Mar-22,Volkswagen,TIGUAN,31.0,31.0
Mar-22,Grand Total,Grand Total,3.2L,3.2L
